,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10,f010_stimulus_1,f010_stimulus_2,f010_stimulus_3,f010_stimulus_4,f010_stimulus_5,f010_stimulus_6,f010_stimulus_7,f010_stimulus_8,f010_stimulus_9,f010_stimulus_10
0.0105,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,76.46510204,-3.53489796,36.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,17.9055102,17.9055102,37.9055102,17.9055102,37.9055102,-0.95102041,-0.95102041,-0.95102041,19.04897959,39.04897959,19.04897959,179.0489796,-0.95102041,39.04897959,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,39.15897959,39.15897959,39.15897959,99.15897959,19.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,57.22346939,17.22346939,37.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0115,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,36.46510204,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,38.86755102,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,37.9055102,37.9055102,117.9055102,-2.0944898,17.9055102,37.9055102,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,39.04897959,-0.95102041,59.04897959,19.04897959,19.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,19.15897959,19.15897959,79.15897959,-0.84102041,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,19.73938776,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,37.22346939,-2.77653061,37.22346939,57.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0125,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,16.46510204,16.46510204,16.46510204,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,18.86755102,38.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,17.9055102,57.9055102,-2.0944898,17.9055102,17.9055102,17.9055102,77.9055102,-0.95102041,-0.95102041,-0.95102041,19.04897959,19.04897959,39.04897959,19.04897959,19.04897959,-0.95102041,-0.95102041,19.56714289,-0.84102041,-0.84102041,-0.84102041,19.15897959,39.15897959,59.15897959,59.15897959,19.15897959,19.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,17.63163269,-2.77653061,-2.77653061,-2.77653061,37.22346939,17.22346939,-2.77653061,17.22346939,17.22346939,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,39.48897959,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0135,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,36.46510204,56.46510204,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,38.86755102,38.86755102,18.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,37.9055102,-2.0944898,37.9055102,37.9055102,57.9055102,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,39.04897959,-0.95102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,19.15897959,19.15897959,-0.84102041,19.15897959,-0.84102041,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,19.73938776,-0.26061224,17.63163269,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,57.22346939,37.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0145,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,16.46510204,16.46510204,16.46510204,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,17.9055102,57.9055102,37.9055102,17.9055102,-2.0944898,17.9055102,97.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,39.15897959,-0.84102041,-0.84102041,-0.84102041,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,-2.77653061,-2.77653061,17.22346939,-2.77653061,17.22346939,17.22346939,17.22346939,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,39.48897959,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0155,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,18.86755102,-1.13244898,-1.13244898,18.86755102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,19.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,19.89714289,-0.51102041,-0.51102041,19.48897959,19.48897959,19.48897959,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0165,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,18.86755102,18.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,57.9055102,17.9055102,-2.0944898,19.45714289,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,39.04897959,-0.95102041,19.04897959,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,19.15897959,-0.84102041,19.15897959,-0.84102041,19.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,17.22346939,-0.51102041,-0.51102041,19.48897959,39.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0175,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,36.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-1.13244898,18.86755102,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,-2.0944898,-2.0944898,17.9055102,-2.0944898,17.9055102,19.45714289,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,39.04897959,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,17.22346939,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0185,-3.53489796,-3.53489796,16.46510204,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,19.27571432,-1.13244898,18.86755102,18.86755102,18.86755102,18.86755102,38.86755102,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0195,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,16.46510204,-3.53489796,-1.13244898,18.86755102,18.86755102,38.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,-2.0944898,-2.0944898,-2.0944898,17.9055102,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0205,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,19.04897959,19.04897959,19.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,17.63163269,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,17.22346939,17.22346939,-2.77653061,17.22346939,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0215,-3.53489796,16.46510204,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,17.9055102,17.9055102,17.9055102,37.9055102,17.9055102,-2.0944898,-2.0944898,17.9055102,17.9055102,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,39.04897959,-0.95102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,-0.84102041,20.14755106,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,-2.77653061,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,19.72959184,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0225,-3.53489796,-3.53489796,-3.53489796,36.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-1.13244898,18.86755102,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,19.04897959,19.04897959,-0.95102041,-0.95102041,-0.95102041,19.04897959,19.04897959,-0.84102041,-0.84102041,-0.84102041,39.15897959,19.15897959,-0.84102041,19.15897959,-0.84102041,-0.84102041,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,17.22346939,17.22346939,17.22346939,17.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0235,16.87326534,-3.53489796,-3.53489796,16.46510204,-3.53489796,16.46510204,16.46510204,16.46510204,-3.53489796,-3.53489796,-1.13244898,-1.13244898,-1.13244898,18.86755102,38.86755102,18.86755102,-1.13244898,-1.13244898,-1.13244898,18.86755102,18.3136735,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,19.04897959,19.04897959,-0.95102041,-0.95102041,-0.95102041,39.04897959,59.04897959,19.56714289,19.15897959,-0.84102041,-0.84102041,-0.84102041,19.15897959,39.15897959,-0.84102041,59.15897959,19.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,-2.77653061,37.22346939,-0.51102041,19.48897959,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0245,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,16.46510204,16.46510204,-3.53489796,-1.13244898,18.86755102,-1.13244898,18.86755102,-1.13244898,18.86755102,-1.13244898,-1.13244898,-1.13244898,18.86755102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,59.04897959,-0.84102041,19.15897959,-0.84102041,-0.84102041,19.15897959,-0.84102041,-0.84102041,-0.84102041,19.15897959,19.15897959,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,37.22346939,-2.77653061,17.22346939,-2.77653061,37.22346939,17.22346939,-2.77653061,17.22346939,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,19.72959184,-0.27040816,39.72959184,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0255,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-1.13244898,-1.13244898,-1.13244898,18.86755102,18.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,-2.0944898,17.9055102,-2.0944898,-2.0944898,-2.0944898,-2.0944898,37.9055102,37.9055102,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,-0.95102041,19.04897959,19.04897959,39.04897959,39.04897959,-0.84102041,19.15897959,-0.84102041,39.15897959,-0.84102041,-0.84102041,-0.84102041,39.15897959,-0.84102041,39.15897959,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,17.63163269,17.22346939,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,37.22346939,17.22346939,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,19.72959184,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0265,-3.53489796,16.46510204,36.46510204,-3.53489796,16.46510204,-3.53489796,-3.53489796,16.46510204,16.46510204,16.46510204,-1.13244898,-1.13244898,-1.13244898,18.86755102,18.86755102,38.86755102,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-2.0944898,-2.0944898,17.9055102,17.9055102,-2.0944898,-2.0944898,17.9055102,-2.0944898,97.9055102,17.9055102,-0.95102041,-0.95102041,19.04897959,-0.95102041,39.04897959,19.04897959,39.04897959,39.04897959,-0.95102041,39.04897959,-0.84102041,-0.84102041,-0.84102041,-0.84102041,39.15897959,-0.84102041,-0.84102041,-0.84102041,19.15897959,119.1589796,20.14755106,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,37.22346939,-2.77653061,-2.77653061,17.22346939,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,39.72959184,39.72959184,19.72959184,19.72959184,-0.27040816,19.72959184,19.72959184,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
0.0275,16.87326534,16.46510204,16.46510204,-3.53489796,-3.53489796,-3.53489796,16.46510204,16.46510204,16.46510204,16.46510204,-1.13244898,-1.13244898,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,38.86755102,-1.13244898,-1.13244898,18.3136735,-2.0944898,-2.0944898,17.9055102,-2.0944898,17.9055102,77.9055102,17.9055102,57.9055102,37.9055102,-0.95102041,-0.95102041,-0.95102041,19.04897959,-0.95102041,39.04897959,19.04897959,39.04897959,59.04897959,19.04897959,19.56714289,-0.84102041,-0.84102041,19.15897959,19.15897959,-0.84102041,19.15897959,39.15897959,99.15897959,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,19.73938776,-0.26061224,-0.26061224,-0.26061224,-2.77653061,-2.77653061,-2.77653061,-2.77653061,17.22346939,-2.77653061,-2.77653061,17.22346939,17.22346939,-2.77653061,-0.51102041,19.48897959,-0.51102041,-0.51102041,-0.51102041,39.48897959,19.48897959,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,-0.27040816,19.72959184,19.72959184,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,19.83979592,-0.16020408
0.0285,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,-3.53489796,16.46510204,-3.53489796,-3.53489796,-3.53489796,-1.13244898,18.86755102,18.86755102,18.86755102,18.86755102,-1.13244898,-1.13244898,-1.13244898,18.86755102,-1.13244898,-2.0944898,-2.0944898,17.9055102,-2.0944898,37.9055102,17.9055102,37.9055102,-2.0944898,17.9055102,-2.0944898,-0.95102041,-0.95102041,-0.95102041,-0.95102041,79.04897959,59.04897959,39.04897959,19.04897959,39.04897959,19.04897959,-0.84102041,-0.84102041,19.15897959,39.15897959,19.15897959,-0.84102041,19.15897959,59.15897959,39.15897959,-0.84102041,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,-0.26061224,19.73938776,-0.26061224,-2.77653061,-2.77653061,17.22346939,17.22346939,17.22346939,-2.77653061,17.22346939,17.22346939,37.22346939,-2.77653061,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.51102041,-0.27040816,-0.27040816,39.72959184,-0.27040816,-0.27040816,19.72959184,-0.27040816,-0.27040816,-0.27040816,-0.27040816,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408,-0.16020408
